"Copyright © 2001-2019 Python Software Foundation; All Rights Reserved"

"documentText","functionality","concept","directives","purpose","quality","control","structure","patterns","codeExamples","environment","reference","nonInformation"
"Additional online Documentation: Syntax: public event EventHandler<LinqDataSourceDeleteEventArgs> Deleting Summary: Occurs before a delete operation. Remarks: Handle the Deleting event to validate the object to be deleted, to change a value before the delete operation, or to cancel the delete operation. For more information, see the LinqDataSource.Deleting event.",1,0,0,0,0,0,0,0,0,0,1,0
"Additional online Documentation: Syntax: protected virtual void UpdateDataObject( Object dataContext, Object table, Object oldDataObject, Object newDataObject ) Parameters dataContextType: System.Object The data context class to update. tableType: System.Object The data collection that contains the object to update. oldDataObjectType: System.Object The object to be updated. newDataObjectType: System.Object The updated object. Summary: Updates a data object.",0,0,0,0,0,0,0,0,0,0,0,1
"Additional online Documentation: Syntax: [BrowsableAttribute(false)] public override string AccessKey { get; set; } ASP.NET Copy <asp:ListView AccessKey=#String# /> Property Value Type: System.String String.Empty, which indicates that the property is not set. Summary: Overrides the WebControl.AccessKey property. Setting this property is not supported by the ListView control. Remarks: Style properties are not supported by the ListView control. If you try to set the AccessKey property, a NotSupportedException exception is thrown. If you get the property, it returns the default value of the corresponding property of the base class. To style the ListView control, you must style the controls inside the ListView templates by using cascading style sheets (CSS) classes or inline style elements.",1,0,1,0,0,0,0,0,0,0,1,0
"Additional online Documentation: Syntax: protected virtual void InstantiateEmptyItemTemplate( Control container ) Parameters containerType: System.Web.UI.Control The container that is used to store the child controls in the EmptyItemTemplate template. Summary: Populates the specified Control object by using the child controls that are contained in the EmptyItemTemplate template. Remarks: This method is used to populate the Control object by using the child controls that are contained in the EmptyItemTemplate template. Note This method is primarily used by control developers to extend the ListView control.",1,0,0,0,0,0,1,0,0,0,1,1
"Additional online Documentation: Syntax: public event EventHandler<ListViewCancelEventArgs> ItemCanceling ASP.NET Copy <asp:ListView OnItemCanceling=#EventHandler# /> Summary: Occurs when a cancel operation is requested, but before the ListView control cancels the insert or edit operation. Remarks: The ListView control raises the ItemCanceling event when a Cancel button in the InsertItemTemplate or EditItemTemplate template is clicked, but before the ListView control cancels the insert or edit operation. (A Cancel button is a button control whose CommandName property is set to #Cancel#.) This enables you to perform a custom routine whenever this event occurs, such as stopping the cancel operation if it would put the item in an unwanted state. A ListViewCancelEventArgs object is passed to the event handler, which enables you to determine the index of the item. It also lets you indicate that the cancel operation should be stopped. To stop the operation, set the Cancel property of the ListViewCancelEventArgs object to true. For more information about how to handle events, see Consuming Events. Example: The following example shows how to create an ItemCanceling event handler. Security Note This example contains text boxes that accept user input, which is a potential security threat. By default, ASP.NET Web pages validate that user input does not include script or HTML elements. For more information, see Script Exploits Overview.",1,1,0,0,0,1,1,0,1,1,1,0
"Additional online Documentation: Syntax: public event EventHandler<ListViewCommandEventArgs> ItemCommand ASP.NET Copy <asp:ListView OnItemCommand=#EventHandler# /> Summary: Occurs when a button in a ListView control is clicked. Remarks: The ItemCommand event is raised when a button in the ListView control is clicked. This enables you to perform a custom routine whenever this event occurs. Buttons in a ListView control can also invoke built-in functionality of the control. The following table lists values that you can use with the CommandName property of a button in order to invoke built-in functionality. CommandName value Description #Cancel# Cancels an edit or insert operation. Raises the ItemCanceling event. #Delete# Deletes the current record from the data source. Raises the ItemDeleted and ItemDeleting events. #Select# Sets the SelectedIndex property to the DisplayIndex property value for the item. Renders the SelectedItemTemplate template for the item. Raises the SelectedIndexChanging and SelectedIndexChanged events. #Edit# Puts the item in edit mode. Renders the EditItemTemplate template for the item. Raises the ItemEditing event. #Insert# Inserts the bound values from the InsertItemTemplate template into the data source. Raises the ItemInserting and ItemInserted events. #Update# Updates the current record in the data source with the bound values from the EditItemTemplate template. Raises the ItemUpdating and ItemUpdated events. #Sort# Sorts the columns listed in the CommandArgument property of the button. Raises the Sorting and Sorted events. The ItemCommand event is also raised when a button that is listed in the previous table is clicked. However, it is recommended that you use the events listed in the table. The ItemCommand event is usually used to handle custom operations. A ListViewCommandEventArgs object is passed to the event handler, which enables you to determine the command name and command argument of the button that was clicked. To determine the command name, use the CommandEventArgs.CommandName property. To determine the command argument, use the CommandEventArgs.CommandArgument property. To access the control that raised the event, use the ListViewCommandEventArgs.CommandSource property. For more information about how to handle events, see Consuming Events. Example: The following example shows how to create an ItemCommand event handler.",0,0,0,0,0,1,0,1,1,0,1,0
"Additional online Documentation: Syntax: public event EventHandler<ListViewEditEventArgs> ItemEditing ASP.NET Copy <asp:ListView OnItemEditing=#EventHandler# /> Summary: Occurs when an edit operation is requested, but before the ListView item is put in edit mode. Remarks: The ItemEditing event is raised when an item's Edit button is clicked, but before the ListView item is put in edit mode. (An Edit button is a button control whose CommandName property is set to #Edit#.) This enables you to perform a custom routine whenever this event occurs, such as canceling the edit operation. A ListViewEditEventArgs object is passed to the event handler, which enables you to determine the index of the current item. It also lets you indicate that the edit operation should be canceled. To cancel the edit operation, set the Cancel property of the ListViewEditEventArgs object to true. For more information about how to handle events, see Consuming Events. Example: The following example shows how to add an event handler for the ItemEditing event. Security Note This example has a text box that accepts user input, which is a potential security threat. By default, ASP.NET Web pages validate that user input does not include script or HTML elements. For more information, see Script Exploits Overview.",0,1,0,1,0,0,0,1,1,0,1,1
"Additional online Documentation: Syntax: bool IDataBoundListControl.EnablePersistedSelection { get; set; } ASP.NET Copy <asp:ListView EnablePersistedSelection=#True|False# /> Property Value Type: System.Boolean true if the selection is based on data keys; otherwise, false. Implements IDataBoundListControl.EnablePersistedSelection Summary: Gets or sets the value that specifies whether a selected row persists when a user pages through data in a data-bound control. Remarks: This member is an explicit interface member implementation. It can be used only when the ListView instance is cast to an IDataBoundListControl interface.",1,0,0,0,0,0,0,0,0,0,1,0
"Additional online Documentation: Syntax: public class ListViewCancelEventArgs : CancelEventArgs Summary: Provides data for the ItemCanceling event. Remarks: The ListView control raises the ItemCanceling event when the Cancel button is clicked, but before exiting insert or edit mode. (A Cancel button is a button whose CommandName property is set to #Cancel#) This enables you to provide an event-handling method that performs a custom routine whenever this event occurs, such as stopping the cancel operation if it would put the item in an unwanted state. A ListViewCancelEventArgs object is passed to the event-handling method. This object enables you to determine the index of the item that contains the Cancel button that raised the event. You can also determine what operation was canceled. To stop the cancel operation, set the Cancel property to true. For a list of initial property values for an instance of the ListViewCancelEventArgs class, see the ListViewCancelEventArgs constructor. Example: The following example shows how to use the ListViewCancelEventArgs object to display a message when the user cancels the insert or update operation in a ListView control. The ListViewCancelEventArgs object is passed to the event-handling method for the ItemCanceling event. Security Note This example contains a text box that accepts user input, which is a potential security threat. By default, ASP.NET Web pages validate that user input does not include script or HTML elements. For more information, see Script Exploits Overview. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,1,1,1,1,0,1,0,1,0,0,0
"Additional online Documentation: Syntax: public int ItemIndex { get; } Property Value Type: System.Int32 The zero-based index of the item being deleted. Summary: Gets the index of the item being deleted. Remarks: Use the ItemIndex property to determine the index of the item being deleted. The item index is typically used to retrieve the specified item from the Items collection of the ListView control, which enables you to access the item's properties.",1,0,0,1,0,0,0,1,0,0,0,0
"Additional online Documentation: Syntax: public class ListViewInsertEventArgs : CancelEventArgs Summary: Provides data for the ItemInserting event. Remarks: The ListView control raises the ItemInserting event when an Insert button in the control is clicked, but before the ListView control inserts the record. (An Insert button is a button whose CommandName property is set to #Insert#.) This enables you to provide an event-handling method that performs a custom routine whenever this event occurs. For example, you can validate or HTML-encode the values of a record before it is inserted it in the data source. A ListViewInsertEventArgs object is passed to the event-handling method. This object enables you to determine the value of an optional command argument that is sent to the ListView control. You can access the ListViewItem object that is being inserted by using the Item property. You can also read or modify the field values for the new record by using the Values property. To cancel the insert operation, set the Cancel property to true. For a list of initial property values for an instance of the ListViewInsertEventArgs class, see the ListViewInsertEventArgs constructor. Example: The following example shows how to use the ListViewInsertEventArgs object to cancel an insert operation if the data item contains an empty value. Security Note This example contains a text box that accepts user input, which is a potential security threat. By default, ASP.NET Web pages validate that user input does not include script or HTML elements. For more information, see Script Exploits Overview. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,1,0,1,0,1,1,1,1,0,0,0
"Additional online Documentation: Syntax: public class ListViewSortEventArgs : CancelEventArgs Summary: Provides data for the Sorting event. Remarks: The ListView control raises the Sorting event when a Sort button is clicked, but before the ListView control handles the sort operation. (A Sort button is a button whose CommandName property set to #Sort#.) This enables you to provide an event-handling method that performs a custom routine whenever this event occurs, such as customizing the sort expression. A ListViewSortEventArgs object is passed to the event-handling method. This object enables you to specify or determine the sort expression and sort direction for the ListView control. To determine the sort expression, use the SortExpression property. To determine the sort direction, use the SortDirection property. You can also cancel a sorting operation by setting the Cancel property to true. For a list of initial property values for an instance of the ListViewSortEventArgs class, see the ListViewSelectEventArgs constructor. Example: The following example shows how to use the ListViewSortEventArgs object to display the sort direction and the column that is being sorted. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,1,0,0,1,0,0,0
"Additional online Documentation: Syntax: public override int GetHashCode() Return Value Type: System.Int32 A hash code for the current NextPreviousPagerField object. Summary: Serves as a hash function for the NextPreviousPagerField class.",0,0,0,0,0,0,0,0,0,0,0,1
"Additional online Documentation: Syntax: public override void CreateDataPagers( DataPagerFieldItem container, int startRowIndex, int maximumRows, int totalRowCount, int fieldIndex ) Parameters containerType: System.Web.UI.WebControls.DataPagerFieldItem The container that is used to store the controls. startRowIndexType: System.Int32 The index of the first record on the page. maximumRowsType: System.Int32 The maximum number of items on a single page. totalRowCountType: System.Int32 The total number of items. fieldIndexType: System.Int32 The index of the data pager field in the DataPager.Fields collection. Summary: Creates the user interface (UI) controls for the pager field object and adds them to the specified container. Remarks: The CreateDataPagers method is a helper method. It is used by the DataPager.CreatePagerFields method to create the UI controls for the pager field, such as the numeric buttons.",1,0,0,0,0,0,1,0,0,0,0,1
"Additional online Documentation: Syntax: protected abstract QueryableDataSourceView CreateQueryableView() Return Value Type: System.Web.UI.WebControls.QueryableDataSourceView The default data source view that is associated with the QueryableDataSource control. Summary: Gets or sets the QueryableDataSourceView object that is associated with this QueryableDataSource control.",1,0,0,0,0,0,0,0,0,0,0,1
"Additional online Documentation: Syntax: public class QueryContext Summary: Represents a list of parameters that are used to query a data source. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,1,0,0,0,0,0
"Additional online Documentation: Syntax: public class QueryCreatedEventArgs : EventArgs Summary: Represents event data for the QueryCreated event. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,0,0,0,0,0,1
"Additional online Documentation: Syntax: protected bool IsTrackingViewState { get; } Property Value Type: System.Boolean true if the data source expression object is tracking its view state changes; otherwise, false. Summary: Gets a value that indicates whether a data source expression object is tracking its view state changes.",0,0,0,0,0,0,0,0,0,0,0,1
"Additional online Documentation: Syntax: protected Control Owner { get; private set; } Property Value Type: System.Web.UI.Control The owner control. Summary: Gets the owner control.",1,0,0,0,0,0,0,0,0,0,0,1
"Specifies that the search does not have a boundary.",1,0,0,0,0,0,0,0,0,0,0,0
"Additional online Documentation: Syntax: public enum SearchType Summary: Specifies the type of search in an instance of the SearchExpression class. Remarks: The SearchExpression filter option uses the SearchType enumeration when it performs a string comparison. You set the SearchType property to one of the SearchType enumeration values. Example: The following example shows how to use markup to set the SearchExpression filter option to the StartsWith value of the SearchType enumeration.",1,0,0,0,0,0,0,0,1,0,0,0
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] public class MobileErrorInfo Summary: Provides a structure for reading information about an exception that occurs in a mobile application. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: This class is internal and used by the adaptive error handling mechanism to encapsulate exception information. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",0,0,0,0,1,0,1,0,0,0,1,0
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] public class MobileFormsAuthentication Summary: Supports cookieless devices by appending appropriate authentication information to the appropriate URLs. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: This helper class is designed to assist with writing authenticated mobile Web sites. The class objects provide mobile device-compatible versions of the ASP.NET FormsAuthentication class methods, RedirectFromLoginPage and SignOut. For more information on securing your Web application, see Basic Security Practices for Web Applications. Example: The following code example shows a login.aspx page. The authentication is validated using the ValidateUser function. The Membership class relies on membership providers to communicate with a data source. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,1,0,0,1,0,1,0,1,0
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] [SecurityPermissionAttribute(SecurityAction.Demand, Flags = SecurityPermissionFlag.UnmanagedCode)] public sealed class MobileResource Summary: Supports looking up culture-specific resources for mobile controls at design time. This class cannot be inherited. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: The GetString method provides access to resources at design time. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,1,0,0,0,0,0,0,0,1,0
"Additional online Documentation: Syntax: protected virtual void OnItemCommand( CommandEventArgs e ) Parameters eType: System.Web.UI.WebControls.CommandEventArgs An CommandEventArgs object that contains event data. Summary: Called when the user activates the control. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: The default implementation raises the ItemCommand event. Inheriting classes can override this method to perform other tasks. The OnItemCommand event is raised after the OnClick event. This is useful when you must take the same actions for multiple Command buttons. You can use the CommandName or CommandArgument property of the Command control to identify which Command button was clicked.",1,0,0,0,0,0,1,1,0,0,0,1
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] public class Constants Summary: Creates a UI element that allows user invocation of ASP.NET event handlers and provides a way to post user input from UI elements back to the server. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: The following table describes the read-only Constants class members you can use. Member Description AlternatingItemTemplateTag Contains the tag name for the AlternatingItem template. ContentTemplateTag Contains the tag name for the Content template. DefaultSessionsStateHistorySize Contains the default depth of the history stack. EventArgumentID The argument associated with the postback event. EventSourceID Contains the query String name of the event target (the control that generated the postback). FooterTemplateTag Contains the tag name for the Footer template. FormIDPrefix Contains the prefix of a form in a URL. HeaderTemplateTag Contains the tag name for the HeaderTemplate. ItemDetailsTemplateTag Contains the tag name for the ItemDetails template. ItemTemplateTag Contains the tag name for the Item template. LabelTemplateTag Contains the tag name for the Label template. OptimumPageWeightParameter Contains the default page weight. PagePrefix Contains a page number delimiter used to ensure proper page numbering in a postback. ScreenCharactersHeightParameter Contains the default for the height of the characters on the screen. ScriptTemplateTag Contains the tag name for the Script template. SelectionListSpecialCharacter Contains the character used in CheckBox IDs for cHTML. SeparatorTemplateTag Contains the tag name for the Separator template. SymbolProtocol Contains the characters used to denote the beginning of an i-mode or J-Phone symbol scheme. UniqueFilePathSuffixVariable Contains the query String name of the unique file path suffix. UniqueFilePathSuffixVariableWithoutEqual Contains the query String name of the unique file path suffix, but no equal sign. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,1,0,0,0,1,1
"Additional online Documentation: Syntax: [BrowsableAttribute(false)] public event EventHandler Unload ASP.NET Copy <asp:DeviceSpecific OnUnload=#EventHandler# /> Summary: Occurs when the server control is unloaded from memory. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site.",0,0,0,0,0,0,0,0,0,0,1,0
"Additional online Documentation: Syntax: [PersistNameAttribute(#Choice#)] [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] public class DeviceSpecificChoice : IParserAccessor, IAttributeAccessor Summary: Provides a single choice within a DeviceSpecific/Choice construct. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: This class is analogous to the <Choice> element. Choices are tested in the order that they appear within a <DeviceSpecific> element. If you specify the Filter property of the <Choice> element, its value must be the name of a device filter defined in the <deviceFilters> section of the Machine.config file. At run time, ASP.NET evaluates the specified device filter against the capabilities of the current device. If successful, the choice is selected. If you do not specify the Filter property, the defaults for the <Choice> element are selected. Example: The following code example shows a <Choice> element within an image. The Source attribute overrides the ImageUrl property of the Image control. Although the example uses functions to determine whether the browser requires WML (isWML11) or supports color (supportsColor), you can instead use a Web.config file to define a <DeviceSpecific> element that the .NET Framework automatically uses to make the determination for you.  Note The following code sample uses the single-file code model and may not work correctly if copied directly into a code-behind file. This code sample must be copied into an empty text file that has an .aspx extension. For more information, see ASP.NET Web Page Syntax Overview.   <%@ Page Language=## Inherits=#System.Web.UI.MobileControls.MobilePage# %> <%@ Register TagPrefix=#mobile# Namespace=#System.Web.UI.MobileControls# Assembly=#System.Web.Mobile# %> <%@ Import Namespace=#System.Web.Mobile# %> <script runat=#server#> private bool supportsColor(MobileCapabilities caps, string optValue) { // Determine if the browser is not a Web crawler and // can display in color if (!caps.Crawler && caps.IsColor) return true; return false; } private bool isWML11(MobileCapabilities caps, string optValue) { // Determine if the browser is not a Web crawler and // requires WML markup if (!caps.Crawler && caps.PreferredRenderingType == MobileCapabilities.PreferredRenderingTypeWml11) return true; return false; } </script> <html xmlns=#http://www.w3.org/1999/xhtml# > <body> <mobile:form id=#form1# runat=#server#> <mobile:Image ID=#Image1# runat=#server# AlternateText=#Cannot display this image.#> <DeviceSpecific> <choice Filter =#isWML11# ImageURL=#wmlImage.wbmp# /> <choice Filter=#supportsColor# ImageURL=#colorImage.gif# /> <choice ImageURL=#monoImg.gif# /> </DeviceSpecific> </mobile:Image> </mobile:form> </body> </html> ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,1,0,0,0,1,0,1,0,0,1
"Additional online Documentation: Syntax: public IDictionary Contents { get; } Property Value Type: System.Collections.IDictionary The overridden properties defined for a choice in a DeviceSpecific/Choice construct. Summary: Gets the overridden properties defined for a choice in a DeviceSpecific/Choice construct. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: Changing this collection after overridden properties have been processed (in the OnDeviceCustomize method) has no effect. This method is used primarily by control designers and is not intended for general use.",1,0,1,0,0,0,0,0,0,0,0,1
"Additional online Documentation: Syntax: public DeviceSpecificChoice this[ int index ] { get; } Parameters indexType: System.Int32 The index number of the item to retrieve from the collection. Property Value Type: System.Web.UI.MobileControls.DeviceSpecificChoice The DeviceSpecificChoice object at the given index in the collection. Summary: Returns a DeviceSpecificChoice item in the collection, by index. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site.",1,0,0,0,0,0,0,0,0,0,0,1
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [TypeConverterAttribute(typeof(ExpandableObjectConverter))] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] public class FontInfo Summary: Provides access to all font-related style information about an ASP.NET mobile control. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: The FontInfo class provides a subset of the functionality of the Web Forms System.Web.UI.WebControls.FontInfo class. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,0,0,0,0,0,0
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] public enum FontSize Summary: Specifies the size of the rendered text. This class cannot be inherited. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: The FontSize enumeration is a subset of System.Web.UI.WebControls.FontSize, and represents the size of a font in a container. For example, if you have a List control inside of a Panel control, with the Panel control's font size set to Normal, you can specify a small font size for the List control.",1,0,0,0,0,0,0,1,0,0,1,0
"Additional online Documentation: Syntax: public event EventHandler Activate ASP.NET Copy <asp:Form OnActivate=#EventHandler# /> Summary: Occurs when a form becomes active. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: The Activate event occurs under the following circumstances: When a page is first requested, the first form is activated. When the ActiveForm property of the page is set programmatically. When the user navigates to a form through a Link control whose target is a form. This event's position in the event chain makes it very important for binding child controls to data sources or for setting a form property that can be inherited by all child controls. Example: The following code example shows how to set the OnActivate attribute in the Form element to point to a method that executes when the Activate event occurs. The Form2_Activate method prepares the second form for display. This example is part of a larger example for the Form overview. Note The following code example uses the single-file code model and may not work correctly if copied directly into a code-behind file. This code example must be copied into an empty text file that has an .aspx extension. For more information, see ASP.NET Web Page Syntax Overview.",1,0,0,0,0,1,1,0,1,0,1,0
"Additional online Documentation: Syntax: void IPostBackEventHandler.RaisePostBackEvent( string eventArgument ) Parameters eventArgumentType: System.String A String that represents an optional event argument to be passed to the event handler. Implements IPostBackEventHandler.RaisePostBackEvent(String) Summary: For a description of this member, see IPostBackEventHandler.RaisePostBackEvent. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: This member is an explicit interface member implementation. It can be used only when the Form instance is cast to an IPostBackEventHandler interface.",0,0,0,0,0,0,0,0,0,0,0,0
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] public interface IControlAdapter Summary: Defines the interface to a control adapter. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: All control adapters must implement the IControlAdapter interface. Usually, a control adapter inherits directly or indirectly from the ControlAdapter base class, which provides a default implementation of this interface.",1,0,0,0,0,0,0,0,0,0,1,1
"Additional online Documentation: Syntax: void LoadAdapterState( Object state ) Parameters stateType: System.Object The current view state. Summary: Returns the adapter-specific view for a control. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: This method is called when the control loads its private view state. A device adapter can save the adapter-specific view for a control.",1,0,0,0,0,1,0,0,0,0,1,1
"Additional online Documentation: Syntax: bool LoadPostData( string postDataKey, NameValueCollection postCollection, Object controlPrivateData, out bool dataChanged ) Parameters postDataKeyType: System.String Identifies the control.  postCollectionType: System.Collections.Specialized.NameValueCollection Contains the collection of all incoming name values.  controlPrivateDataType: System.Object Provides a place to send private data to the control that might be required for loading of post data. The control determines the type that is passed to the parameter.  dataChangedType: System.Boolean% Returns true if the required the object in privateControlData was changed, so the RaisePostDataChangedEvent event can be raised. Return Value Type: System.Boolean true if the adapter handles loading the post data; otherwise, false. Summary: Returns true if the adapter handles loading the post data. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: This method is called when a control that implements the IPostBackDataHandler interface has its own LoadPostData method invoked. Note Different devices might provide their data back to the calling server in different ways. An example is the difference between how WML and HTML report back the results of a SelectionList.",1,0,0,0,0,0,0,0,0,1,1,0
"Additional online Documentation: Syntax: [ObsoleteAttribute(#The System.Web.Mobile.dll assembly has been deprecated and should no longer be used. For information about how to develop ASP.NET mobile applications, see http://go.microsoft.com/fwlink/?LinkId=157231.#)] [AspNetHostingPermissionAttribute(SecurityAction.LinkDemand, Level = AspNetHostingPermissionLevel.Minimal)] [AspNetHostingPermissionAttribute(SecurityAction.InheritanceDemand, Level = AspNetHostingPermissionLevel.Minimal)] public class Label : TextControl ASP.NET Copy <mobile:Label /> Summary: Provides control capability to represent a label control for displaying text on a mobile device. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site. Remarks: The Text property, which is inherited from the TextControl class, provides the string that is rendered as the label. Topic Location Walkthrough: Creating Web Pages for Mobile Devices Building ASP .NET Web Applications in Visual Studio ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,1,0,0,1,0,0,0,1,0
"Additional online Documentation: Syntax: public override void AddLinkedForms( IList linkedForms ) Parameters linkedFormsType: System.Collections.IList The set of forms that contain links to the specified control. Summary: Adds to the list provided, the set of forms that contains links to the specified control. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site.",1,0,0,0,0,0,0,0,0,0,1,0
"Additional online Documentation: Syntax: protected override void EnsureChildControls() Summary: Determines whether the server control contains child controls. If it does not, it creates child controls. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site.",1,0,0,0,0,0,0,0,0,0,1,0
"Additional online Documentation: Syntax: public Object CommandSource { get; } Property Value Type: System.Object The control that raised the event. Summary: Returns the control that raised the event. This API is obsolete. For information about how to develop ASP.NET mobile applications, see the www.asp.net/mobile Web site.",1,0,0,0,0,0,0,0,0,0,1,0
